account_id,customer_id,branch_id,account_type,account_status,opened_date,current_balance
513266,105923,B002,SALARY,ACTIVE,2021-07-01,7029.73
513267,103612,B005,SAVINGS,ACTIVE,2020-04-02,2337.28
513268,109322,B010,SAVINGS,ACTIVE,2022-02-03,42933.15
513269,106056,B019,SAVINGS,ACTIVE,2025-06-05,14431.37
513270,103188,B020,SALARY,BLOCKED,2020-05-18,456597.64
513271,106656,B019,SAVINGS,ACTIVE,2022-02-11,22338.27
513272,109756,B016,SALARY,ACTIVE,2023-12-13,17098.46
513273,104015,B004,SAVINGS,ACTIVE,2026-03-24,154502.37
513274,108648,B016,CURRENT,ACTIVE,2025-03-15,17765.69
513275,108253,B017,SAVINGS,ACTIVE,2026-03-24,28111.03
513276,105615,B012,SAVINGS,ACTIVE,2026-05-06,111302.52
513277,103405,B012,CURRENT,ACTIVE,2026-05-20,31482.57
513278,103935,B006,SAVINGS,ACTIVE,2019-09-27,18145.76
513279,107073,B016,SAVINGS,ACTIVE,2020-04-15,112225.73
513280,101182,B005,SAVINGS,ACTIVE,2025-04-05,75523.53
513281,109056,B005,SAVINGS,ACTIVE,2022-04-16,282111.35
513282,103911,B009,SAVINGS,ACTIVE,2025-07-04,86152.22
513283,105826,B014,SALARY,ACTIVE,2019-12-13,29787.43
513284,103779,B001,SAVINGS,ACTIVE,2023-06-17,30029.7
513285,109616,B020,SALARY,ACTIVE,2022-02-05,26369.0
513286,102640,B018,SAVINGS,ACTIVE,2022-04-04,10039.04
513287,104673,B014,SAVINGS,ACTIVE,2021-03-26,35913.85
513288,104840,B005,SAVINGS,ACTIVE,2019-08-31,107880.55
513289,107269,B019,CURRENT,ACTIVE,2021-12-04,87283.13
513290,109768,B011,CURRENT,ACTIVE,2020-04-29,12164.47
513291,109464,B018,SAVINGS,ACTIVE,2025-12-07,13518.79
513292,103764,B014,SAVINGS,ACTIVE,2025-07-23,78175.0
513293,104125,B002,SAVINGS,ACTIVE,2025-06-13,12340.56
513294,103140,B007,CURRENT,ACTIVE,2022-05-27,11179.76
513295,109849,B020,SALARY,ACTIVE,2020-04-11,11065.46
513296,102798,B018,SAVINGS,BLOCKED,2023-04-06,21710.07
513297,104514,B003,SAVINGS,ACTIVE,2021-02-14,103902.63
513298,100313,B001,SALARY,ACTIVE,2021-01-03,27212.14
513299,101030,B010,SAVINGS,ACTIVE,2026-04-22,17300.96
513300,101487,B016,SAVINGS,ACTIVE,2022-08-19,109078.18
513301,105552,B011,SAVINGS,ACTIVE,2019-09-10,13847.21
513302,102292,B010,SAVINGS,ACTIVE,2026-02-28,9845.66
513303,105651,B015,SALARY,ACTIVE,2020-02-07,20398.64
513304,108564,B005,SAVINGS,ACTIVE,2021-06-23,20012.54
513305,104421,B013,SAVINGS,ACTIVE,2022-07-25,37682.12
513306,107697,B007,SAVINGS,ACTIVE,2020-06-26,296581.15
513307,105825,B016,SAVINGS,ACTIVE,2025-07-15,8094.44
513308,107293,B003,SAVINGS,ACTIVE,2019-08-22,19585.13
513309,105780,B003,SAVINGS,ACTIVE,2019-09-01,59912.2
513310,101693,B001,SAVINGS,ACTIVE,2024-11-30,68855.91
513311,101912,B019,SAVINGS,ACTIVE,2022-01-26,260764.24
513312,109794,B014,SALARY,ACTIVE,2022-01-02,82743.0
513313,100757,B018,SAVINGS,ACTIVE,2020-06-26,18827.93
513314,109577,B001,SAVINGS,ACTIVE,2019-06-17,22706.09
513315,103452,B015,SAVINGS,ACTIVE,2019-05-08,10943.01
513316,106566,B020,SAVINGS,ACTIVE,2019-05-15,24633.14
513317,108180,B008,SAVINGS,ACTIVE,2022-05-04,55248.64
513318,109486,B005,SAVINGS,ACTIVE,2020-12-30,26671.45
513319,101953,B017,SAVINGS,CLOSED,2024-11-26,23514.72
513320,107814,B020,SAVINGS,ACTIVE,2024-10-22,56934.73
513321,103300,B019,SALARY,ACTIVE,2023-08-24,74676.04
513322,101270,B019,SAVINGS,ACTIVE,2020-11-18,63958.74
513323,104285,B009,CURRENT,ACTIVE,2024-07-05,89641.77
513324,105704,B009,SAVINGS,ACTIVE,2020-09-03,35930.24
513325,109354,B018,SAVINGS,ACTIVE,2025-03-18,9088.0
513326,103024,B013,CURRENT,ACTIVE,2021-11-15,16275.22
513327,108859,B020,SALARY,ACTIVE,2020-10-09,18931.68
513328,103202,B009,SAVINGS,CLOSED,2024-01-26,32593.05
513329,104999,B016,SAVINGS,ACTIVE,2025-06-26,85861.69
513330,107294,B007,SAVINGS,ACTIVE,2022-11-17,35995.79
513331,103384,B007,SAVINGS,ACTIVE,2020-05-05,9020.47
513332,106269,B020,SAVINGS,ACTIVE,2023-04-29,61495.13
513333,104928,B019,SAVINGS,ACTIVE,2025-09-10,41391.32
513334,105590,B018,SAVINGS,ACTIVE,2024-06-28,44415.93
513335,102236,B018,SAVINGS,ACTIVE,2024-01-15,325326.63
513336,109941,B006,SALARY,ACTIVE,2023-06-02,395590.69
513337,109331,B018,CURRENT,ACTIVE,2021-05-07,50990.96
513338,102616,B006,SAVINGS,ACTIVE,2019-10-30,22667.63
513339,108250,B008,SALARY,ACTIVE,2023-01-11,65747.72
513340,108742,B014,CURRENT,ACTIVE,2025-03-18,1959.68
513341,104525,B001,CURRENT,ACTIVE,2020-07-26,5811.06
513342,106895,B004,SAVINGS,ACTIVE,2021-05-11,106882.11
513343,105959,B016,SAVINGS,ACTIVE,2025-04-01,14964.29
513344,100280,B013,SAVINGS,ACTIVE,2019-07-21,14704.74
513345,102504,B014,SAVINGS,ACTIVE,2024-10-09,89172.96
513346,104717,B005,CURRENT,BLOCKED,2019-02-27,34950.7
513347,103025,B011,SALARY,ACTIVE,2021-04-06,29397.99
513348,101529,B008,SAVINGS,ACTIVE,2020-09-03,41183.38
513349,101328,B012,SAVINGS,ACTIVE,2021-06-23,69163.01
513350,101191,B005,CURRENT,ACTIVE,2025-03-21,156525.25
513351,107041,B007,SALARY,ACTIVE,2024-08-29,5891.53
513352,106931,B009,SAVINGS,ACTIVE,2020-08-20,48950.39
513353,106118,B017,SAVINGS,ACTIVE,2020-02-22,122973.69
513354,108878,B010,SAVINGS,ACTIVE,2022-02-10,2661.32
513355,109698,B004,SAVINGS,ACTIVE,2025-04-29,55544.56
513356,106795,B014,SAVINGS,ACTIVE,2019-10-13,24742.33
513357,105537,B009,SAVINGS,ACTIVE,2019-08-26,6454.41
513358,103412,B010,SAVINGS,ACTIVE,2019-02-11,19975.19
513359,108656,B008,SALARY,ACTIVE,2024-04-11,211232.87
513360,100450,B017,CURRENT,ACTIVE,2021-07-28,3451.93
513361,103749,B011,SAVINGS,ACTIVE,2024-01-20,64505.79
513362,104689,B002,SAVINGS,ACTIVE,2020-07-26,8396.27
513363,103716,B016,SAVINGS,ACTIVE,2019-02-17,273776.69
513364,101947,B008,SAVINGS,ACTIVE,2025-01-20,588917.46
513365,109597,B013,SAVINGS,ACTIVE,2023-05-13,10616.35
513366,108254,B018,SAVINGS,ACTIVE,2024-03-19,24232.25
513367,108414,B002,SAVINGS,ACTIVE,2024-09-30,64401.79
513368,103487,B002,SAVINGS,ACTIVE,2022-10-27,112472.32
513369,106769,B014,SAVINGS,ACTIVE,2025-02-14,50290.36
513370,109014,B016,CURRENT,ACTIVE,2019-06-01,5309.9
513371,106899,B018,SAVINGS,ACTIVE,2022-10-05,9803.86
513372,101230,B001,SALARY,ACTIVE,2025-09-12,31492.22
513373,102828,B009,SAVINGS,BLOCKED,2021-11-28,15123.72
513374,100623,B008,SAVINGS,ACTIVE,2023-09-03,29343.32
513375,101624,B016,CURRENT,ACTIVE,2025-08-26,6693.3
513376,100035,B018,SAVINGS,ACTIVE,2022-07-22,8816.78
513377,102957,B007,SAVINGS,ACTIVE,2025-11-23,6820.46
513378,109796,B005,SAVINGS,ACTIVE,2020-07-23,53301.36
513379,100870,B011,SALARY,ACTIVE,2020-01-06,63804.87
513380,104734,B003,SAVINGS,ACTIVE,2019-11-15,27240.5
513381,106917,B007,SAVINGS,ACTIVE,2024-01-03,4128.2
513382,107234,B006,SAVINGS,ACTIVE,2024-03-07,36475.54
513383,106262,B016,SAVINGS,ACTIVE,2019-07-31,24768.19
513384,101043,B008,SALARY,ACTIVE,2020-10-14,116084.5
513385,102330,B006,CURRENT,ACTIVE,2024-11-26,25153.36
513386,101061,B013,SAVINGS,ACTIVE,2019-03-21,8754.9
513387,105035,B002,SAVINGS,ACTIVE,2019-08-10,29324.1
513388,102687,B010,SAVINGS,ACTIVE,2026-01-05,13633.52
513389,100342,B018,SAVINGS,ACTIVE,2020-09-04,14230.01
513390,101089,B017,SAVINGS,ACTIVE,2021-12-26,16109.48
513391,100002,B004,SAVINGS,ACTIVE,2023-08-25,18192.42
513392,100444,B018,SAVINGS,ACTIVE,2025-12-31,19500.93
513393,101941,B016,SAVINGS,ACTIVE,2024-12-06,15948.77
513394,100658,B018,SALARY,CLOSED,2024-04-05,62468.53
513395,100041,B004,SAVINGS,ACTIVE,2025-04-23,7055.5
513396,104263,B017,SAVINGS,ACTIVE,2025-05-30,29322.35
513397,100914,B009,SAVINGS,ACTIVE,2019-10-18,14102.89
513398,104288,B016,SALARY,ACTIVE,2020-01-20,13538.02
513399,103944,B005,SAVINGS,ACTIVE,2023-12-23,69907.59
513400,104977,B008,SAVINGS,ACTIVE,2023-07-18,66630.37
513401,106495,B001,SAVINGS,ACTIVE,2021-11-08,37070.25
513402,106171,B017,CURRENT,ACTIVE,2022-12-18,77068.58
513403,103386,B018,SALARY,ACTIVE,2021-03-25,180091.56
513404,102756,B005,SAVINGS,ACTIVE,2019-11-17,62533.88
513405,102360,B016,SAVINGS,ACTIVE,2021-03-25,31610.62
513406,105286,B018,SAVINGS,ACTIVE,2019-01-15,75502.1
513407,105785,B015,SALARY,ACTIVE,2020-07-05,7712.64
513408,109875,B018,SAVINGS,ACTIVE,2021-11-19,14180.18
513409,103371,B005,CURRENT,ACTIVE,2020-11-02,25605.43
513410,106480,B015,SAVINGS,ACTIVE,2025-01-25,34014.1
513411,107077,B019,SAVINGS,ACTIVE,2022-11-20,7015.37
513412,108158,B016,SAVINGS,ACTIVE,2026-04-13,4801.45
513413,105769,B017,CURRENT,ACTIVE,2024-08-11,20051.13
513414,108804,B019,SAVINGS,ACTIVE,2025-02-08,40249.22
513415,107654,B018,SAVINGS,ACTIVE,2019-11-21,149423.73
513416,102216,B017,SAVINGS,ACTIVE,2023-03-18,25405.59
513417,106760,B006,SALARY,ACTIVE,2021-08-29,42303.66
513418,102146,B013,SAVINGS,ACTIVE,2026-05-15,26919.67
513419,106114,B010,SALARY,ACTIVE,2020-09-08,413193.42
513420,102131,B020,SAVINGS,ACTIVE,2024-07-02,43513.32
513421,102964,B003,SAVINGS,ACTIVE,2021-01-19,8856.04
513422,104015,B009,SAVINGS,ACTIVE,2020-02-28,46650.28
513423,102777,B016,SAVINGS,ACTIVE,2026-04-06,30616.06
513424,109317,B018,SAVINGS,ACTIVE,2026-03-10,19452.64
513425,107310,B010,SAVINGS,ACTIVE,2025-02-08,12841.54
513426,108662,B015,SAVINGS,ACTIVE,2025-11-28,28176.5
513427,106068,B005,SAVINGS,ACTIVE,2020-01-11,17669.94
513428,104285,B019,SALARY,BLOCKED,2025-09-20,17306.69
513429,100503,B011,SAVINGS,ACTIVE,2026-01-25,37618.79
513430,104687,B005,CURRENT,ACTIVE,2024-04-23,50169.05
513431,105893,B004,SAVINGS,ACTIVE,2022-07-04,22811.79
513432,108678,B008,SAVINGS,ACTIVE,2025-02-19,15830.37
513433,100960,B006,SAVINGS,ACTIVE,2025-12-18,17030.73
513434,105556,B008,SAVINGS,ACTIVE,2026-05-15,54801.94
513435,102686,B018,SAVINGS,ACTIVE,2019-09-07,31542.33
513436,103767,B015,SAVINGS,ACTIVE,2019-08-13,11442.0
513437,104166,B011,SAVINGS,ACTIVE,2021-02-24,2676.57
513438,100561,B011,SALARY,ACTIVE,2026-04-29,74381.05
513439,105889,B015,SAVINGS,ACTIVE,2022-01-22,8582.24
513440,104382,B004,SAVINGS,ACTIVE,2023-04-26,6818.49
513441,105697,B002,SAVINGS,ACTIVE,2024-09-16,51017.94
513442,101926,B008,CURRENT,ACTIVE,2023-10-31,4746.05
513443,108982,B013,CURRENT,ACTIVE,2021-11-22,12886.71
513444,100525,B017,SAVINGS,ACTIVE,2020-08-04,66712.73
513445,104367,B020,CURRENT,ACTIVE,2020-09-02,44216.8
513446,100631,B013,SAVINGS,ACTIVE,2022-04-11,17218.98
513447,108583,B009,SAVINGS,ACTIVE,2023-04-06,17680.38
513448,105869,B014,SAVINGS,ACTIVE,2025-01-14,11085.77
513449,106580,B006,SAVINGS,ACTIVE,2026-03-10,17150.7
513450,104256,B003,SAVINGS,BLOCKED,2021-03-04,16801.3
513451,106520,B013,CURRENT,BLOCKED,2023-10-04,24769.63
513452,108338,B010,SALARY,ACTIVE,2021-07-06,68864.63
513453,102793,B006,SAVINGS,ACTIVE,2021-09-07,42554.88
513454,106262,B018,SAVINGS,ACTIVE,2022-12-02,24030.74
513455,102518,B018,SAVINGS,ACTIVE,2024-07-21,14542.53
513456,100688,B018,SAVINGS,ACTIVE,2020-11-16,62936.69
513457,104718,B013,SAVINGS,ACTIVE,2019-04-19,87542.78
513458,104830,B019,SAVINGS,ACTIVE,2023-06-11,27728.72
513459,103386,B002,SAVINGS,ACTIVE,2019-06-03,44818.71
513460,105920,B018,SAVINGS,ACTIVE,2026-03-19,1956.34
513461,103597,B002,SAVINGS,ACTIVE,2020-06-03,12976.58
513462,108376,B006,SAVINGS,ACTIVE,2022-08-02,5615.44
513463,107788,B012,SAVINGS,ACTIVE,2021-12-27,32086.42
513464,109642,B009,SAVINGS,ACTIVE,2025-04-12,7328.53
513465,104659,B001,SAVINGS,ACTIVE,2024-11-06,679644.98
513466,104365,B014,SAVINGS,CLOSED,2025-02-07,61891.52
513467,105387,B010,SAVINGS,ACTIVE,2025-10-30,37832.14
513468,102418,B005,SAVINGS,ACTIVE,2022-11-06,15128.6
513469,106801,B001,SAVINGS,ACTIVE,2024-10-13,16534.86
513470,104963,B016,SALARY,ACTIVE,2023-09-13,35630.53
513471,102054,B013,SALARY,ACTIVE,2023-01-31,254274.66
513472,102119,B014,SAVINGS,ACTIVE,2021-01-10,62523.09
513473,106550,B016,SAVINGS,ACTIVE,2024-11-13,48854.71
513474,102737,B012,SAVINGS,ACTIVE,2022-05-15,20051.32
513475,107079,B002,SAVINGS,ACTIVE,2019-02-21,3052.13
513476,101464,B020,SAVINGS,CLOSED,2023-06-24,16503.52
513477,107620,B010,SAVINGS,ACTIVE,2024-09-13,15760.25
513478,106442,B015,SAVINGS,ACTIVE,2020-10-13,21078.07
513479,107087,B005,SAVINGS,CLOSED,2024-01-01,24616.45
513480,106957,B002,SALARY,ACTIVE,2025-04-16,30904.13
513481,105299,B010,SALARY,ACTIVE,2021-11-17,11108.75
513482,103674,B001,SAVINGS,ACTIVE,2024-06-25,72284.29
513483,105780,B006,SALARY,ACTIVE,2021-06-25,154134.29
513484,100085,B017,SALARY,ACTIVE,2025-05-20,18488.13
513485,107674,B010,CURRENT,ACTIVE,2020-11-11,30713.58
513486,106042,B007,SAVINGS,ACTIVE,2019-11-26,8097.7
513487,106023,B001,SALARY,CLOSED,2024-11-24,7296.08
513488,102352,B005,SAVINGS,ACTIVE,2022-06-09,107198.48
513489,109983,B018,SAVINGS,ACTIVE,2019-09-25,69250.91
513490,101148,B012,CURRENT,ACTIVE,2021-03-24,27551.49
513491,106567,B010,SAVINGS,ACTIVE,2020-02-07,41091.18
513492,104941,B014,SAVINGS,ACTIVE,2020-03-20,44921.89
513493,103055,B019,SAVINGS,ACTIVE,2023-04-15,7835.42
513494,103282,B012,SALARY,ACTIVE,2025-12-24,5660.14
513495,104263,B006,SAVINGS,ACTIVE,2022-05-24,4340.84
513496,103793,B015,SAVINGS,ACTIVE,2021-06-26,35532.14
513497,107619,B003,SAVINGS,ACTIVE,2022-12-19,100230.42
513498,107692,B010,SAVINGS,ACTIVE,2022-01-05,48127.12
513499,105797,B005,SAVINGS,ACTIVE,2023-06-22,12431.15
513500,108812,B018,SAVINGS,ACTIVE,2025-04-07,2948.93
513501,104113,B016,SAVINGS,ACTIVE,2024-12-05,71228.43
513502,108385,B014,SAVINGS,ACTIVE,2026-02-14,28627.42
513503,105506,B014,SAVINGS,ACTIVE,2019-09-25,24310.28
513504,105837,B010,SAVINGS,BLOCKED,2020-08-20,34682.21
513505,108517,B003,CURRENT,BLOCKED,2025-10-21,12247.43
513506,101441,B016,SAVINGS,ACTIVE,2021-10-02,16181.22
513507,109379,B012,SALARY,ACTIVE,2022-12-29,15976.2
513508,103610,B001,CURRENT,ACTIVE,2019-12-17,47289.23
513509,107861,B020,SALARY,ACTIVE,2025-10-16,11843.66
513510,104594,B020,SAVINGS,ACTIVE,2026-01-22,16585.38
513511,105848,B020,SALARY,ACTIVE,2023-04-17,13150.56
513512,105506,B007,CURRENT,ACTIVE,2024-05-27,11813.88
513513,105445,B004,SAVINGS,ACTIVE,2022-04-25,17634.98
513514,101501,B002,SAVINGS,ACTIVE,2019-01-02,27422.48
513515,103904,B016,SALARY,ACTIVE,2023-03-25,49328.37
513516,102991,B007,CURRENT,ACTIVE,2021-12-13,81489.92
513517,102820,B017,SAVINGS,ACTIVE,2019-11-07,560987.24
513518,108395,B015,SALARY,ACTIVE,2019-07-25,79758.9
513519,102665,B017,SAVINGS,ACTIVE,2020-10-21,61003.9
513520,109881,B003,SALARY,ACTIVE,2023-12-18,21533.27
513521,100977,B015,SAVINGS,ACTIVE,2023-05-31,79725.14
513522,102288,B007,SALARY,ACTIVE,2019-04-10,162551.47
513523,101726,B004,SAVINGS,ACTIVE,2019-03-14,39342.36
513524,107538,B006,SALARY,ACTIVE,2020-04-15,28193.67
513525,100271,B014,SAVINGS,ACTIVE,2021-07-09,50067.66
513526,102724,B001,SALARY,ACTIVE,2019-08-28,169699.75
513527,100902,B003,SAVINGS,ACTIVE,2022-04-26,12759.14
513528,101431,B004,SALARY,ACTIVE,2022-02-16,132395.84
513529,103807,B018,SAVINGS,ACTIVE,2023-01-22,60201.72
513530,101439,B010,SAVINGS,ACTIVE,2024-04-30,14297.28
513531,106251,B005,CURRENT,ACTIVE,2024-08-30,20643.15
513532,108397,B002,CURRENT,ACTIVE,2021-08-22,39525.66
513533,109541,B001,SALARY,ACTIVE,2022-10-04,12919.12
513534,104597,B018,SAVINGS,ACTIVE,2020-03-17,118761.02
513535,107595,B006,SAVINGS,ACTIVE,2021-02-16,63059.47
513536,106318,B003,SAVINGS,ACTIVE,2020-01-17,6052.25
513537,100893,B020,SAVINGS,ACTIVE,2021-06-05,58951.18
513538,108865,B003,SAVINGS,ACTIVE,2020-02-04,32554.14
513539,107447,B005,SAVINGS,ACTIVE,2025-10-20,41781.62
513540,105968,B007,SAVINGS,ACTIVE,2020-08-09,60237.65
513541,107276,B016,SALARY,BLOCKED,2019-03-14,34844.52
513542,100020,B013,SAVINGS,ACTIVE,2019-10-11,44383.54
513543,104118,B013,SAVINGS,ACTIVE,2026-02-02,13853.75
513544,106149,B015,SAVINGS,ACTIVE,2025-11-30,143641.07
513545,105550,B011,SAVINGS,ACTIVE,2022-07-05,54777.28
513546,100682,B004,SAVINGS,ACTIVE,2019-12-13,8009.21
513547,106318,B003,SAVINGS,ACTIVE,2019-12-27,56862.13
513548,104545,B004,SAVINGS,ACTIVE,2026-05-15,4025.3
513549,109875,B003,SAVINGS,ACTIVE,2021-11-29,5031.47
513550,107736,B005,CURRENT,ACTIVE,2023-05-03,145828.96
513551,103151,B009,SAVINGS,ACTIVE,2019-01-02,136114.88
513552,108379,B018,SAVINGS,ACTIVE,2023-03-06,22412.52
513553,106358,B009,CURRENT,ACTIVE,2019-12-17,47439.87
513554,104192,B010,SALARY,ACTIVE,2021-02-09,40644.25
513555,105869,B006,CURRENT,ACTIVE,2025-06-19,22991.72
513556,105871,B016,SAVINGS,ACTIVE,2021-07-30,10764.12
513557,102836,B020,SAVINGS,ACTIVE,2022-12-24,6369.03
513558,107827,B018,SAVINGS,ACTIVE,2025-08-03,75383.7
513559,102109,B020,SAVINGS,ACTIVE,2020-07-30,19358.47
513560,102967,B014,SAVINGS,ACTIVE,2019-07-08,4119.55
513561,104954,B011,SAVINGS,ACTIVE,2020-08-22,20269.66
513562,105764,B010,CURRENT,ACTIVE,2023-11-22,20226.31
513563,109908,B011,SAVINGS,ACTIVE,2023-05-02,447783.35
513564,102205,B019,CURRENT,ACTIVE,2020-12-18,15755.69
513565,108376,B014,SALARY,ACTIVE,2024-05-16,35545.56
513566,102165,B003,SAVINGS,ACTIVE,2026-01-09,36439.75
513567,109560,B009,SAVINGS,ACTIVE,2022-02-15,29270.98
513568,102530,B004,SAVINGS,ACTIVE,2025-12-06,15938.92
513569,108514,B016,SAVINGS,ACTIVE,2024-04-25,33087.44
513570,104739,B010,SAVINGS,ACTIVE,2019-11-10,12560.43
513571,105827,B007,SAVINGS,ACTIVE,2024-11-16,60397.82
513572,100946,B006,SAVINGS,ACTIVE,2021-01-13,27470.04
513573,100546,B017,SAVINGS,ACTIVE,2021-07-18,11838.24
513574,107585,B017,SAVINGS,ACTIVE,2024-08-12,73513.97
513575,102944,B005,CURRENT,ACTIVE,2022-06-17,40593.17
513576,103171,B007,SAVINGS,ACTIVE,2022-04-14,18019.26
513577,104327,B020,SAVINGS,ACTIVE,2022-06-19,92003.77
513578,108074,B018,SAVINGS,ACTIVE,2024-11-30,32964.97
513579,104202,B001,CURRENT,ACTIVE,2024-03-31,67973.67
513580,101164,B016,SAVINGS,ACTIVE,2022-07-18,12460.72
513581,109418,B016,SAVINGS,ACTIVE,2025-03-28,22397.28
513582,106861,B015,SAVINGS,ACTIVE,2022-09-18,60226.54
513583,103778,B012,CURRENT,ACTIVE,2023-11-30,21935.05
513584,109411,B012,SAVINGS,ACTIVE,2021-10-22,17175.62
513585,107008,B014,SAVINGS,ACTIVE,2025-12-17,90513.98
513586,108979,B019,SAVINGS,ACTIVE,2023-11-10,107828.23
513587,105795,B009,CURRENT,ACTIVE,2019-02-11,30815.88
513588,109016,B018,SAVINGS,ACTIVE,2021-01-17,5442.72
513589,103624,B001,SALARY,ACTIVE,2024-03-19,93908.23
513590,102375,B005,SAVINGS,ACTIVE,2022-03-16,2887.36
513591,106559,B019,SAVINGS,ACTIVE,2026-03-17,32904.74
513592,105090,B001,SAVINGS,ACTIVE,2021-10-04,138131.56
513593,103284,B002,SAVINGS,ACTIVE,2025-05-19,12992.51
513594,109712,B018,SALARY,ACTIVE,2024-01-22,57514.57
513595,107276,B013,CURRENT,BLOCKED,2019-03-10,6457.79
513596,101087,B001,CURRENT,CLOSED,2023-10-02,18052.05
513597,101383,B004,SAVINGS,ACTIVE,2024-04-06,76829.27
513598,108531,B013,SAVINGS,ACTIVE,2020-03-13,27508.12
513599,106866,B003,SAVINGS,ACTIVE,2021-03-05,1794.53
513600,106474,B017,SAVINGS,ACTIVE,2021-04-14,17176.04
513601,100416,B001,CURRENT,ACTIVE,2020-05-31,4192.02
513602,102901,B001,SAVINGS,ACTIVE,2023-07-31,21943.14
513603,105135,B001,CURRENT,ACTIVE,2023-03-24,13013.51
513604,102352,B005,SAVINGS,ACTIVE,2023-07-23,1628.29
513605,108729,B019,SALARY,ACTIVE,2022-11-10,11806.92
513606,109735,B017,SAVINGS,ACTIVE,2025-07-26,8200.14
513607,101464,B005,SALARY,ACTIVE,2023-10-25,32904.98
513608,100465,B015,SAVINGS,ACTIVE,2021-12-29,11603.88
513609,103590,B017,SAVINGS,ACTIVE,2022-03-17,36177.49
513610,106057,B006,SAVINGS,ACTIVE,2020-01-10,52862.48
513611,102805,B008,SAVINGS,ACTIVE,2024-07-21,137990.71
513612,103268,B007,CURRENT,ACTIVE,2023-10-04,33929.71
513613,108665,B008,SALARY,ACTIVE,2021-11-19,46766.51
513614,107267,B019,SAVINGS,ACTIVE,2025-06-30,21204.74
513615,101049,B008,SAVINGS,ACTIVE,2021-10-08,10191.52
513616,108638,B003,SAVINGS,ACTIVE,2021-04-25,50119.37
513617,104512,B002,SAVINGS,ACTIVE,2021-02-28,31321.81
513618,108219,B010,CURRENT,ACTIVE,2024-06-22,28058.07
513619,106453,B012,SAVINGS,CLOSED,2025-09-15,25250.12
513620,108389,B009,SAVINGS,ACTIVE,2023-08-05,19835.39
513621,101505,B012,SAVINGS,ACTIVE,2024-01-10,13827.66
513622,109415,B011,SAVINGS,ACTIVE,2024-08-03,25804.11
513623,103586,B012,SAVINGS,ACTIVE,2020-09-28,10453.07
513624,107949,B009,SALARY,ACTIVE,2019-11-12,107700.69
513625,108196,B011,SAVINGS,ACTIVE,2021-12-22,35035.42
513626,105931,B005,SALARY,ACTIVE,2023-12-27,1240.89
513627,101532,B004,SAVINGS,ACTIVE,2025-04-07,105910.33
513628,102303,B016,SALARY,ACTIVE,2023-07-28,120674.39
513629,107640,B018,SAVINGS,ACTIVE,2024-04-09,21948.91
513630,102858,B012,SAVINGS,ACTIVE,2025-04-24,17892.8
513631,101856,B004,SAVINGS,ACTIVE,2024-09-22,102528.84
513632,101754,B012,SAVINGS,ACTIVE,2020-05-09,110454.08
513633,104021,B005,SALARY,ACTIVE,2020-09-24,4359.18
513634,106727,B019,SALARY,ACTIVE,2025-09-17,64743.34
513635,105861,B007,SAVINGS,BLOCKED,2022-01-10,98371.7
513636,100730,B014,SAVINGS,ACTIVE,2025-01-05,13660.7
513637,106338,B018,SAVINGS,ACTIVE,2026-05-05,10165.39
513638,101038,B010,SALARY,ACTIVE,2020-12-23,55127.77
513639,102199,B009,SAVINGS,ACTIVE,2022-04-14,251372.77
513640,105096,B017,SALARY,ACTIVE,2025-10-18,127064.9
513641,106064,B018,SAVINGS,ACTIVE,2022-01-22,61795.17
513642,103333,B019,SAVINGS,ACTIVE,2025-06-29,23942.37
513643,104966,B019,SAVINGS,ACTIVE,2021-03-29,28535.87
513644,109191,B004,CURRENT,ACTIVE,2026-03-10,25909.82
513645,102786,B003,SAVINGS,ACTIVE,2026-05-09,19949.25
513646,108265,B008,SALARY,ACTIVE,2019-10-12,13355.49
513647,101223,B015,SAVINGS,CLOSED,2024-06-26,58577.1
513648,103985,B015,SAVINGS,ACTIVE,2021-09-26,6065.42
513649,100345,B011,SAVINGS,ACTIVE,2020-01-01,68176.7
513650,108964,B014,SAVINGS,ACTIVE,2024-03-11,15631.33
513651,100151,B014,SAVINGS,ACTIVE,2021-12-21,46450.42
513652,105838,B004,SALARY,ACTIVE,2019-02-28,11876.4
513653,107692,B016,SAVINGS,ACTIVE,2020-11-18,4520.63
513654,104663,B010,SALARY,BLOCKED,2022-07-01,134100.87
513655,103075,B010,SAVINGS,ACTIVE,2025-01-05,80176.66
513656,108164,B009,SAVINGS,ACTIVE,2021-02-21,18821.34
513657,107150,B015,SALARY,CLOSED,2022-04-20,261495.46
513658,109843,B006,SAVINGS,ACTIVE,2022-07-29,164828.28
513659,102214,B015,SAVINGS,ACTIVE,2021-03-22,51126.81
513660,107308,B006,SAVINGS,ACTIVE,2025-05-19,5495.95
513661,102003,B017,SAVINGS,ACTIVE,2025-10-30,6155.91
513662,106989,B014,SAVINGS,ACTIVE,2020-02-08,32827.74
513663,106424,B003,SAVINGS,ACTIVE,2020-04-11,84059.02
513664,107779,B017,SAVINGS,ACTIVE,2020-04-22,177312.95
513665,107625,B004,SAVINGS,ACTIVE,2026-04-22,35947.08
513666,104333,B018,SAVINGS,ACTIVE,2021-12-13,67135.35
513667,104634,B008,SAVINGS,ACTIVE,2024-01-20,101243.38
513668,107571,B001,SAVINGS,ACTIVE,2019-01-04,4320.82
513669,101927,B003,SAVINGS,ACTIVE,2020-12-24,14307.78
